starting_price_time,starting_price,highest_price_time,highest_price,time_to_highest,percentage_change,token,token_name,signal_name
2024-07-27 20:52:00 UTC,25127825.455651477,2024-07-27 21:25:00 UTC,43036394.747240074,0 days 00:33:00,71.2698730067022,https://birdeye.so/token/So11111111111111111111111111111111111111112/4AG25hTzLZw1Bg77TxHBS4K32A4WvqUdw4kFSUeuVri3?chain=solana,ZMM,a7
2024-07-27 18:23:00 UTC,3350373.8365146522,2024-07-27 23:49:00 UTC,5650283.083925252,0 days 05:26:00,68.64634693432193,https://birdeye.so/token/So11111111111111111111111111111111111111112/Bgwf1qDvxbrL6AstAN5sPocdR4Qsf7UPcZ4SB6Gpas19?chain=solana,otti,a9
2024-07-27 20:57:00 UTC,7895877.578103042,2024-07-27 23:55:00 UTC,13312237.465440921,0 days 02:58:00,68.59731339247969,https://birdeye.so/token/So11111111111111111111111111111111111111112/EqK5GK6r9be6WcXvZLCseHyutL6Tc2eaeDwFB21PSctb?chain=solana,Trumps Solana Summer,a9
2024-07-27 22:33:00 UTC,2548587.4892981728,2024-07-28 00:00:00 UTC,4288324.6502010105,0 days 01:27:00,68.26279922538286,https://birdeye.so/token/So11111111111111111111111111111111111111112/9FVaHhHCDJDzjEUFB4cNGNu5rbb5jRP2YbKC7fRhkYSp?chain=solana,Relax Cat,a4
2024-07-27 14:00:00 UTC,2779869.7649044967,2024-07-27 23:50:00 UTC,4664755.951556275,0 days 09:50:00,67.8048378542127,https://birdeye.so/token/So11111111111111111111111111111111111111112/8WwJi1pCmmiNJwUKzLjoFdSAQXWV2hQqjCA7i1Kv2a4k?chain=solana,Gondola,a9
2024-07-27 11:19:00 UTC,13859149.185973333,2024-07-27 22:03:00 UTC,23225596.108607955,0 days 10:44:00,67.58313080368804,https://birdeye.so/token/So11111111111111111111111111111111111111112/J2mLTWJjWPog5BppHCyoSYHgBjmvvMtUEveheoKyVxjT?chain=solana,Cathie Wood on Sol,a7
2024-07-27 17:49:00 UTC,9748184.562466666,2024-07-27 23:27:00 UTC,16276525.04350291,0 days 05:38:00,66.96980795965072,https://birdeye.so/token/So11111111111111111111111111111111111111112/3NYzQ6WNd5eeikvY4TPkiT8SHGg6XRnM1mgzn8pCXcGp?chain=solana,Main Character,a9
2024-07-27 13:11:00 UTC,39476433.91519282,2024-07-27 20:31:00 UTC,65784094.63186768,0 days 07:20:00,66.64143162776955,https://birdeye.so/token/So11111111111111111111111111111111111111112/GozPS83gjejsKDhgGgSqeYasc3PuoJS73HzqRSZc96vR?chain=solana,Average Solana Autistic Player,a7
2024-07-27 13:42:00 UTC,5.897545031473908e-08,2024-07-27 15:15:00 UTC,9.766449058380863e-08,0 days 01:33:00,65.60194125283418,https://birdeye.so/token/So11111111111111111111111111111111111111112/Hncc9endiniwUuKgiYMzHKse35MGTawv4evfg7Rj1NaL?chain=solana,JIMMIES,a7
2024-07-27 16:35:00 UTC,6276311.047910713,2024-07-27 19:25:00 UTC,10364886.181604004,0 days 02:50:00,65.14296538974618,https://birdeye.so/token/So11111111111111111111111111111111111111112/4AGkyoKntcKbGsG8CTFiLCcYjVgiwFaUL1qWyitiK1ih?chain=solana,This is the one,a9
2024-07-27 18:36:00 UTC,59847888.22787246,2024-07-27 21:37:00 UTC,98792906.68766794,0 days 03:01:00,65.0733377784547,https://birdeye.so/token/So11111111111111111111111111111111111111112/23KTmFoTBZ1sUrEMsKqnCfK3YTgzX52hP4xumqwBA1e9?chain=solana,Red Cat Blue Hat,a7
2024-07-27 14:41:00 UTC,3848330.481209402,2024-07-27 22:11:00 UTC,6348947.754082202,0 days 07:30:00,64.97927569066104,https://birdeye.so/token/So11111111111111111111111111111111111111112/CYDFrWZBUoqGEHCv5i8vMamnnriuPWahfkCBH6Tz2KM5?chain=solana,Book Of Pumpfluencers,a9
2024-07-27 11:59:00 UTC,4232547.107686667,2024-07-27 13:54:00 UTC,6980515.347075,0 days 01:55:00,64.9246935585853,https://birdeye.so/token/So11111111111111111111111111111111111111112/7c6YXuuS93pb84N3w7Q9zMcgStuoK79gvuQor7LnAeic?chain=solana,SENDOR,a10
2024-07-27 22:42:00 UTC,2980916.7620133334,2024-07-27 23:16:00 UTC,4876941.614539443,0 days 00:34:00,63.605427588173235,https://birdeye.so/token/So11111111111111111111111111111111111111112/BYPAfHJRQRzUwFJSUCT38TYW96GoUjR8gfdEcZDBF9HU?chain=solana,Onigiri Cat おにぎり,a4
2024-07-27 15:02:00 UTC,5333934.840276957,2024-07-27 23:52:00 UTC,8714293.908954453,0 days 08:50:00,63.37458499028038,https://birdeye.so/token/So11111111111111111111111111111111111111112/6diMHaNTUGsYrC2z1DodUXiCFzVmaQfDBq4ABY5jsQ4a?chain=solana,Dug Burgam,a9
2024-07-27 14:48:00 UTC,4294146.118295695,2024-07-27 15:31:00 UTC,6994393.14932048,0 days 00:43:00,62.88204817996477,https://birdeye.so/token/So11111111111111111111111111111111111111112/Egrg9VUb8Ewie3XyuoijaKicZh26JB5V7Nh3Jn3nsD16?chain=solana,Make America Great Once Again,a9
2024-07-27 16:26:00 UTC,4520684.1488747895,2024-07-27 16:56:00 UTC,7250888.7146988455,0 days 00:30:00,60.393614681167485,https://birdeye.so/token/So11111111111111111111111111111111111111112/BzvUSyYAgReqvUg2JpuUB7bF77KXTuzWU5x6ZRkMf3om?chain=solana,My Pet Avocado,a9
2024-07-27 14:26:00 UTC,5020898.274582535,2024-07-27 16:32:00 UTC,8009072.571698864,0 days 02:06:00,59.51473488804714,https://birdeye.so/token/So11111111111111111111111111111111111111112/8uB9cG1xsnCTTccTFzbLAfg75b2zWNedvUjuufsnyG9p?chain=solana,Smoking Chicken Trump,a2
2024-07-27 17:20:00 UTC,2.121219100735986e-08,2024-07-27 19:15:00 UTC,3.3563370390478866e-08,0 days 01:55:00,58.22679693405362,https://birdeye.so/token/So11111111111111111111111111111111111111112/GY15c27rJBj5ysUsKr8EPmLjesfosXyGBMfKQ7gcLi8p?chain=solana,FAP,a7
2024-07-27 23:42:00 UTC,3279475.9901149366,2024-07-27 23:48:00 UTC,5142846.922339331,0 days 00:06:00,56.819166776674244,https://birdeye.so/token/So11111111111111111111111111111111111111112/yHW25JCFzibFmnFnLz8uexizHyUvw4weCAtS1WJmtmZ?chain=solana,Neiro friend,a2
2024-07-27 15:29:00 UTC,5949140.888647484,2024-07-27 23:48:00 UTC,9321961.018730937,0 days 08:19:00,56.69423860039482,https://birdeye.so/token/So11111111111111111111111111111111111111112/FehCkqaFS957K2QZeCVwuHNcGNL2oBX6Tgzq7T1h3ckr?chain=solana,void,a9
2024-07-27 21:40:00 UTC,7291100.991860995,2024-07-27 22:02:00 UTC,11287967.449404038,0 days 00:22:00,54.81842127827768,https://birdeye.so/token/So11111111111111111111111111111111111111112/41t92XuUqGae1EC6XvqUKy7ZM3HPLVKe2KGhecqYnBqR?chain=solana,Tsutsuji,a9
2024-07-27 14:57:00 UTC,4712961.668821225,2024-07-27 21:49:00 UTC,7254068.842969748,0 days 06:52:00,53.91741653574892,https://birdeye.so/token/So11111111111111111111111111111111111111112/97Yt4iz82E1NXHD7vu5DDKWrB5a1tmoTPAapGQJ4Cend?chain=solana,scared hamster,a9
2024-07-27 20:46:00 UTC,20968822.056254383,2024-07-27 22:36:00 UTC,31709638.893028624,0 days 01:50:00,51.2227954815925,https://birdeye.so/token/So11111111111111111111111111111111111111112/9A5vR6JdrHLvuUmZHyGjYZ7HKKzUtN19FgDXztDyZ8mt?chain=solana,DRILL BABY DRILL,a9
2024-07-27 17:16:00 UTC,8.981721741302636e-08,2024-07-27 18:24:00 UTC,1.3563985084560927e-07,0 days 01:08:00,51.017649791872934,https://birdeye.so/token/So11111111111111111111111111111111111111112/C1kS2q7ZnqC8axgb9KGbALPGcjkqCeF7BzJ3Qx58MizU?chain=solana,DONUT TRUMP,a9
2024-07-27 09:25:00 UTC,9427472.30030273,2024-07-27 23:40:00 UTC,14192098.257030431,0 days 14:15:00,50.539803299922724,https://birdeye.so/token/So11111111111111111111111111111111111111112/FBhhBaR527acDc5ETi1mX3odZQzEuRuQHwM7TG6UnniN?chain=solana,Smoking Chicken Cat,a9
2024-07-27 17:42:00 UTC,2652193.6925842855,2024-07-27 22:17:00 UTC,3986688.513760534,0 days 04:35:00,50.31664259317059,https://birdeye.so/token/So11111111111111111111111111111111111111112/HRh18HjmAuNLc4Rxhc1dZ1pcfcc4D9s2bLPGkCcn8mex?chain=solana,FAT JEW,a9
2024-07-27 15:26:00 UTC,4.4230331977992806e-08,2024-07-27 19:02:00 UTC,6.603369005825359e-08,0 days 03:36:00,49.2950360198726,https://birdeye.so/token/So11111111111111111111111111111111111111112/GQ6DBGkHTzWaqj6RGfKz9TUb3kox59rqBn53djcEBAHY?chain=solana,I was right,a7
2024-07-27 19:32:00 UTC,8.278608312081361e-08,2024-07-27 20:01:00 UTC,1.2267697692909035e-07,0 days 00:29:00,48.18550691673875,https://birdeye.so/token/So11111111111111111111111111111111111111112/6UCcEvx99wedDJqKAZJP3xqaEUahHaNnUUjgqu5LY7vh?chain=solana,Bitcoin is Trump,a2
2024-07-27 17:46:00 UTC,4379803.988281541,2024-07-27 23:40:00 UTC,6421320.676617048,0 days 05:54:00,46.61205601432671,https://birdeye.so/token/So11111111111111111111111111111111111111112/9YZceZdh3cHkXbUaaro7DUgNSiY6eGFbs9kr9W5WLv72?chain=solana,Rabbi,a9
2024-07-27 08:54:00 UTC,6023931.933614164,2024-07-27 14:11:00 UTC,8801787.574999109,0 days 05:17:00,46.113662504787335,https://birdeye.so/token/So11111111111111111111111111111111111111112/53Z6qe8rPU3aXtmLVHNmHnYWVP5U8Ngd4aFY6kC59FVQ?chain=solana,pray cat,a9
2024-07-27 17:05:00 UTC,17012205.10957466,2024-07-27 23:49:00 UTC,24538517.164992094,0 days 06:44:00,44.240661377763075,https://birdeye.so/token/So11111111111111111111111111111111111111112/HBTzXigZ9E4jDAM3nGViR6RUvxkZNAPJPKtA7u2pevac?chain=solana,The Contract Address Is Trump,a7
2024-07-27 08:53:00 UTC,6208416.907566,2024-07-27 14:11:00 UTC,8801787.574999109,0 days 05:18:00,41.771851118320534,https://birdeye.so/token/So11111111111111111111111111111111111111112/53Z6qe8rPU3aXtmLVHNmHnYWVP5U8Ngd4aFY6kC59FVQ?chain=solana,pray cat,a7
2024-07-27 10:03:00 UTC,4078210.013641326,2024-07-27 11:13:00 UTC,5766447.949532388,0 days 01:10:00,41.3965423615759,https://birdeye.so/token/So11111111111111111111111111111111111111112/DCzavvK2WK34XaLVnUQHRTS36kBULGCBopKyfwFXmneo?chain=solana,Chairman Meow,a9
2024-07-27 21:52:00 UTC,3710010.045665,2024-07-27 21:58:00 UTC,5218670.816590938,0 days 00:06:00,40.664600698015576,https://birdeye.so/token/So11111111111111111111111111111111111111112/9FVaHhHCDJDzjEUFB4cNGNu5rbb5jRP2YbKC7fRhkYSp?chain=solana,Relax Cat,a9
2024-07-27 17:42:00 UTC,5.844463758622288e-08,2024-07-27 17:57:00 UTC,8.207393466267077e-08,0 days 00:15:00,40.430222604405394,https://birdeye.so/token/So11111111111111111111111111111111111111112/7kL6ignxmW6sdbMkgDEjnqDSP9n6fYFEhzQQDbDmp6tN?chain=solana,Only way is UP,a7
2024-07-27 19:21:00 UTC,2161845.3929359997,2024-07-27 19:30:00 UTC,2991622.951983075,0 days 00:09:00,38.38283541267285,https://birdeye.so/token/So11111111111111111111111111111111111111112/ENHZBWtBvy6b6jUJBmctdUZGw2RYbZR4MzS6r9qC7YuC?chain=solana,Elon Musk,a9
2024-07-27 23:08:00 UTC,7923055.72019376,2024-07-27 23:57:00 UTC,10920430.229142593,0 days 00:49:00,37.83104164355836,https://birdeye.so/token/So11111111111111111111111111111111111111112/6syD23Xn66BbD7reXJqEbTsJPZYytZxMDhPbQHN5gHMz?chain=solana,RoadRunner,a9
2024-07-27 14:57:00 UTC,7.131182722933256e-08,2024-07-27 15:15:00 UTC,9.766449058380863e-08,0 days 00:18:00,36.954127216132356,https://birdeye.so/token/So11111111111111111111111111111111111111112/Hncc9endiniwUuKgiYMzHKse35MGTawv4evfg7Rj1NaL?chain=solana,JIMMIES,a7
2024-07-27 14:10:00 UTC,2884229.763586028,2024-07-27 21:22:00 UTC,3918414.6388455923,0 days 07:12:00,35.856535714191466,https://birdeye.so/token/So11111111111111111111111111111111111111112/Hga48QXtpCgLSTsfysDirPJzq8aoBPjvePUgmXhFGDro?chain=solana,would,a9
2024-07-27 12:47:00 UTC,3.7468506353398674e-07,2024-07-27 16:02:00 UTC,5.041731523671018e-07,0 days 03:15:00,34.55918087894891,https://birdeye.so/token/So11111111111111111111111111111111111111112/Hncwmj3qcApNpraZEKPEFy6aY6Dy1bgcUYNbqe95sCwu?chain=solana,Shina Inu,a7
2024-07-27 14:03:00 UTC,5079034.44346,2024-07-27 23:43:00 UTC,6810601.563450891,0 days 09:40:00,34.09244688664273,https://birdeye.so/token/So11111111111111111111111111111111111111112/6bNVrATzxouVbR9qg6tXhBFU5CPdtQMMnvjSc8J7secX?chain=solana,POG,a9
2024-07-27 10:25:00 UTC,6.835047173803782e-07,2024-07-27 10:53:00 UTC,9.126785762934956e-07,0 days 00:28:00,33.52922856062448,https://birdeye.so/token/So11111111111111111111111111111111111111112/FukVqrKmcpFH1RMXhvgqm3LHhsRRocP9KjzXa7YDxEX4?chain=solana,ok cat,a7
2024-07-27 17:43:00 UTC,9.085383392052202e-08,2024-07-27 23:59:00 UTC,1.2118618577252745e-07,0 days 06:16:00,33.38587987221304,https://birdeye.so/token/So11111111111111111111111111111111111111112/AdCM3zofWkf3UcP1Q5d2yXkTjmbhdBXQ3M82Zcvhcg7t?chain=solana,Money,a7
2024-07-27 12:29:00 UTC,2.4023006590987554e-07,2024-07-27 12:30:00 UTC,3.182391311015682e-07,0 days 00:01:00,32.472648623823154,https://birdeye.so/token/So11111111111111111111111111111111111111112/EFKsinWyjrUo9wF3HwaDweGrgK2oW3CknbgP71f16iSR?chain=solana,Cool S,a7
2024-07-27 21:00:00 UTC,3543913.1929076645,2024-07-27 21:30:00 UTC,4682510.300944564,0 days 00:30:00,32.12824485417821,https://birdeye.so/token/So11111111111111111111111111111111111111112/3wLP4zmAxodv1xuF4CcH6zXkQeD8MAyLAYL7yqR9Asyt?chain=solana,Cynthia Lummis,a9
2024-07-27 13:09:00 UTC,8614770.516074484,2024-07-27 13:10:00 UTC,11152251.979558885,0 days 00:01:00,29.455009378945846,https://birdeye.so/token/So11111111111111111111111111111111111111112/98BxvFAxdH33pYibosQnprEszEJ8hjETnVbdLAHHMXDa?chain=solana,Joji,a9
2024-07-27 13:31:00 UTC,2.3935605360317936e-08,2024-07-27 13:33:00 UTC,3.09637594598135e-08,0 days 00:02:00,29.362758926278566,https://birdeye.so/token/So11111111111111111111111111111111111111112/2gwGDjegwrQuY4Ejwu2VLgwZpQ3J4oBofesSvbtTaRcq?chain=solana,Deez Nuts,a7
2024-07-27 10:44:00 UTC,4.082582868116702e-08,2024-07-27 12:59:00 UTC,5.275972429730258e-08,0 days 02:15:00,29.231239148467488,https://birdeye.so/token/So11111111111111111111111111111111111111112/28CddjubtJZPAUbjFfPGsnGw5cPJPv3WDxTuX9c11wvm?chain=solana,Smoking Orcat,a1
2024-07-27 12:26:00 UTC,4052449.761014172,2024-07-27 20:59:00 UTC,5233592.46999524,0 days 08:33:00,29.14638746034629,https://birdeye.so/token/So11111111111111111111111111111111111111112/AtU9TEZQQkhA2M2XYt1STVTTwAA5hADPztrmeLqD4GGN?chain=solana,Euro,a9
2024-07-27 11:44:00 UTC,2.233863305561798e-07,2024-07-27 12:50:00 UTC,2.882448023783221e-07,0 days 01:06:00,29.034216937383718,https://birdeye.so/token/So11111111111111111111111111111111111111112/3HDQAXc5F5nBMHPL5i3T2mtUSCcqqzvZi7tgFkK22FXY?chain=solana,The Jewish Token,a9
2024-07-27 21:15:00 UTC,4.978770795805139e-08,2024-07-27 21:38:00 UTC,6.419012584002941e-08,0 days 00:23:00,28.927657995649795,https://birdeye.so/token/So11111111111111111111111111111111111111112/6UCcEvx99wedDJqKAZJP3xqaEUahHaNnUUjgqu5LY7vh?chain=solana,Bitcoin is Trump,a1
2024-07-27 21:23:00 UTC,5.334966415316688e-06,2024-07-27 21:32:00 UTC,6.8483683549232665e-06,0 days 00:09:00,28.36760012699614,https://birdeye.so/token/So11111111111111111111111111111111111111112/FEkpWeQpuggnSTL23mt9hcQz6yGmaxCrpUefQ4X1GdkJ?chain=solana,Jewish Nigga,a7
2024-07-27 23:05:00 UTC,1.5819414856292126e-07,2024-07-27 23:28:00 UTC,2.0259466485221715e-07,0 days 00:23:00,28.067104057035152,https://birdeye.so/token/So11111111111111111111111111111111111111112/5dSwPYggqFNZTSWpbRaEendRHvsoTLsjdDR3DEU2iZxZ?chain=solana,Bitcoin Strategic Reserve,a2
2024-07-27 12:39:00 UTC,4.0447750268663463e-07,2024-07-27 13:13:00 UTC,5.157872372991144e-07,0 days 00:34:00,27.51938831532888,https://birdeye.so/token/So11111111111111111111111111111111111111112/85XbYE2tFimytpYeAwZ3ZTzyqmAcknBv67NiJ7m76EFL?chain=solana,skibidi cat,a9
2024-07-27 17:08:00 UTC,13347680.461710643,2024-07-27 20:53:00 UTC,17006923.579217874,0 days 03:45:00,27.414824081264083,https://birdeye.so/token/So11111111111111111111111111111111111111112/4gvHdf9EZmbryuVwrCxpLsmdohQZyHkx4MFDNrkK79qG?chain=solana,keep yourself safe,a7
2024-07-27 17:13:00 UTC,12778211.953966,2024-07-27 23:27:00 UTC,16276525.04350291,0 days 06:14:00,27.377172190755,https://birdeye.so/token/So11111111111111111111111111111111111111112/3NYzQ6WNd5eeikvY4TPkiT8SHGg6XRnM1mgzn8pCXcGp?chain=solana,Main Character,a7
2024-07-27 18:21:00 UTC,7962345.24233396,2024-07-27 18:36:00 UTC,10129620.016424999,0 days 00:15:00,27.21905052004197,https://birdeye.so/token/So11111111111111111111111111111111111111112/8MRKePeVCsTQqShaLcdLgpF75sKNCdxuhCnZ5G2zVXUT?chain=solana,Mikey,a9
2024-07-27 17:25:00 UTC,1.983834617322239e-10,2024-07-27 17:41:00 UTC,2.5214199712869654e-10,0 days 00:16:00,27.098294851329598,https://birdeye.so/token/So11111111111111111111111111111111111111112/FWu1suo1br8qTziuN2U8thHDDJzcwMvkFx2wiDYx7Me9?chain=solana,Make Solana Great Again,a9
2024-07-27 23:22:00 UTC,12829037.404089365,2024-07-27 23:26:00 UTC,16273619.12795151,0 days 00:04:00,26.84988448754663,https://birdeye.so/token/So11111111111111111111111111111111111111112/648Mcc12EkjsGaW68LuREXuvMeY8pr5SGwyFRU8GJPkP?chain=solana,American Bitcoin,a1
2024-07-27 22:46:00 UTC,16257461.027379999,2024-07-27 23:08:00 UTC,20470018.121647812,0 days 00:22:00,25.911531248164994,https://birdeye.so/token/So11111111111111111111111111111111111111112/D2rv2ag1fcSZCfAek4c5dgjufwStC5tGdU9WL4cBd545?chain=solana,Chill,a9
2024-07-27 21:33:00 UTC,9549455.305504946,2024-07-27 23:10:00 UTC,11879366.56404856,0 days 01:37:00,24.398368116352113,https://birdeye.so/token/So11111111111111111111111111111111111111112/6PExoxh83PErebmB9dNR21STPv7WC5Pri9xrmvGVWyF1?chain=solana,Make Bitcoin Great Again,a5
2024-07-27 17:16:00 UTC,13763833.781575639,2024-07-27 21:30:00 UTC,17095853.340715013,0 days 04:14:00,24.208513500065937,https://birdeye.so/token/So11111111111111111111111111111111111111112/4tmWpPL6ss5zYKizBz4EXMG643BL2gK87GZXPUd9vwcC?chain=solana,SOLANO,a9
2024-07-27 22:39:00 UTC,10810521.202920334,2024-07-27 22:43:00 UTC,13399284.553703303,0 days 00:04:00,23.94670249648689,https://birdeye.so/token/So11111111111111111111111111111111111111112/BWSoVbXCVBBkwzegKNBNW4ytoc2Rp4xLkf5BWCXSZjfP?chain=solana,SIDELINED,a6
2024-07-27 22:57:00 UTC,12577722.245346118,2024-07-27 23:06:00 UTC,15575154.885471499,0 days 00:09:00,23.83128345225194,https://birdeye.so/token/So11111111111111111111111111111111111111112/5oh6fbkhqEWUpjFWUuETSPEUmkiCia9LMZH9ktvDPJTc?chain=solana,KET,a7
2024-07-27 09:25:00 UTC,4934758.667797396,2024-07-27 23:37:00 UTC,6016248.821270415,0 days 14:12:00,21.915765821142703,https://birdeye.so/token/So11111111111111111111111111111111111111112/2iR4vZDCf18QjqfU63T3Meo9RePirfqitepbqS4uokjk?chain=solana,ruy cuper,a9
2024-07-27 17:22:00 UTC,3.56681978190036e-08,2024-07-27 17:44:00 UTC,4.346594639368865e-08,0 days 00:22:00,21.86190795019786,https://birdeye.so/token/So11111111111111111111111111111111111111112/2qnSzBErubuxh638wX9owJn7BzQpunQuQkRAKMRJ7Yfo?chain=solana,PSYOP,a7
2024-07-27 12:09:00 UTC,4314084.347323232,2024-07-27 22:39:00 UTC,5236063.407782346,0 days 10:30:00,21.371373070885266,https://birdeye.so/token/So11111111111111111111111111111111111111112/6X8jsKxWzWe916W7RhKqg1pdqczrkT6b3x7cZJrkcaXo?chain=solana,McDonald's Sprite,a9
2024-07-27 09:00:00 UTC,38727154.19659538,2024-07-27 09:59:00 UTC,46930772.174326055,0 days 00:59:00,21.183115950337196,https://birdeye.so/token/So11111111111111111111111111111111111111112/FzdGjFK87MnQ1WEsLip2t5MRy1u7DfAzhSha9PfjoQuo?chain=solana,PEPE BIRD,a7
2024-07-27 15:21:00 UTC,3025237.937867196,2024-07-27 19:51:00 UTC,3663937.5322334445,0 days 04:30:00,21.112375538187727,https://birdeye.so/token/So11111111111111111111111111111111111111112/DRugMujqbDKJWM46ChYAuSWgyyP8kDuARbcfsjYhZVyL?chain=solana,Hitler did nothing wrong!,a9
2024-07-27 13:30:00 UTC,14017130.773764908,2024-07-27 13:58:00 UTC,16849365.059218153,0 days 00:28:00,20.20552088130748,https://birdeye.so/token/So11111111111111111111111111111111111111112/8ADdPsfh6zN5TGHtgsMcJk5e2abrwgZVyeDu61iEBQwL?chain=solana,Monster Energy Cat,a7
2024-07-27 08:44:00 UTC,5051341.272142,2024-07-27 19:43:00 UTC,6060909.871022,0 days 10:59:00,19.98614911345907,https://birdeye.so/token/So11111111111111111111111111111111111111112/3wLP4zmAxodv1xuF4CcH6zXkQeD8MAyLAYL7yqR9Asyt?chain=solana,Cynthia Lummis,a9
2024-07-27 12:53:00 UTC,47984298.94377449,2024-07-27 19:01:00 UTC,57516962.49368902,0 days 06:08:00,19.866214073658576,https://birdeye.so/token/So11111111111111111111111111111111111111112/FkREv2SPDNvy2TkUHz47iQnnPygmD7AdsKwkRYmJWyJ1?chain=solana,TODO,a7
2024-07-27 11:19:00 UTC,7.59778993211901e-05,2024-07-27 11:40:00 UTC,9.02028836668355e-05,0 days 00:21:00,18.722529146943746,https://birdeye.so/token/So11111111111111111111111111111111111111112/FvpbVUKNSAyPPVhfK3g6J6BKL2jn4uy1ovPugoVuC5RF?chain=solana,Jewish Coin,a7
2024-07-27 11:13:00 UTC,1.6438552719629245e-07,2024-07-27 19:41:00 UTC,1.9461603916121587e-07,0 days 08:28:00,18.390008220629557,https://birdeye.so/token/So11111111111111111111111111111111111111112/94PiVdnN6GDp4S7bU8wqg1xVp3wym9LYpCCDZbGgjQ5N?chain=solana,Roundtrip,a7
2024-07-27 12:23:00 UTC,1.7741055125902127e-06,2024-07-27 12:30:00 UTC,2.0985495036655976e-06,0 days 00:07:00,18.287750574749822,https://birdeye.so/token/So11111111111111111111111111111111111111112/BjFeYBKznm7DQNTrzFzxsZYgwN9572xiBvMM7rjdNS33?chain=solana,york,a9
2024-07-27 18:51:00 UTC,3.988708455071709e-07,2024-07-27 19:46:00 UTC,4.694028543765786e-07,0 days 00:55:00,17.682919086183173,https://birdeye.so/token/So11111111111111111111111111111111111111112/9GoxsfFDeR9veX5YZAAGBNqPthxMZLTPS8BSpwaQEzXD?chain=solana,The Acid Frog by Matt Furie,a9
2024-07-27 11:28:00 UTC,2.7266537263455086e-08,2024-07-27 12:02:00 UTC,3.203987183837945e-08,0 days 00:34:00,17.506200104558157,https://birdeye.so/token/So11111111111111111111111111111111111111112/FCzZeNoVxgeoRsdVtbSCR5a4wfDv4CKvTJMitVXFZkEV?chain=solana,WenLambo,a7
2024-07-27 22:06:00 UTC,1.7110671120825482e-08,2024-07-27 22:11:00 UTC,2.009404316068927e-08,0 days 00:05:00,17.435739479749042,https://birdeye.so/token/So11111111111111111111111111111111111111112/D5Kusi1MgSAUKx4Y4m7xHiySdcTzDUuM1peWjojGKqy?chain=solana,Trollwifhat,a7
2024-07-27 10:18:00 UTC,12826212.283858584,2024-07-27 10:49:00 UTC,14991859.968967566,0 days 00:31:00,16.884545781566292,https://birdeye.so/token/So11111111111111111111111111111111111111112/DKQLsJ17rEnt2KC5FZGemDSgMYfgBLjNuRNUP2RQ4pqq?chain=solana,SOUL,a7
2024-07-27 15:13:00 UTC,12874739.152278986,2024-07-27 15:40:00 UTC,15020484.763040107,0 days 00:27:00,16.666322986289767,https://birdeye.so/token/So11111111111111111111111111111111111111112/EpYAxZuF6UgZnWX74fu93r8Sawx4nuxQd7xcGzvoYqrD?chain=solana,Niggas in Paris,a7
2024-07-27 12:41:00 UTC,1.7389760444771338e-08,2024-07-27 12:44:00 UTC,2.0208256013419917e-08,0 days 00:03:00,16.207788356831735,https://birdeye.so/token/So11111111111111111111111111111111111111112/DZvfuproYLbnhqGTmFbo4NiZdGjPe66nPbbWYTS6DWEE?chain=solana,Theory Of 911,a7
2024-07-27 19:16:00 UTC,10762385.484833334,2024-07-27 23:22:00 UTC,12480360.03916111,0 days 04:06:00,15.9627673321012,https://birdeye.so/token/So11111111111111111111111111111111111111112/AWn23iCrkv8mHdBjsKwVntCxztYm3N9WDJ3TdSKQemve?chain=solana,Mooni,a9
2024-07-27 15:24:00 UTC,4018490.33755706,2024-07-27 15:25:00 UTC,4651438.593366906,0 days 00:01:00,15.750896546752202,https://birdeye.so/token/So11111111111111111111111111111111111111112/2QSSYJkBdAji4h15rrBczUd8cDWHfvvZXCiXEjwZSvUV?chain=solana,CATPOON,a9
2024-07-27 17:40:00 UTC,1.0300605777856369e-07,2024-07-27 18:17:00 UTC,1.1906826095453957e-07,0 days 00:37:00,15.59345491165719,https://birdeye.so/token/So11111111111111111111111111111111111111112/9uF5bHsZERAuBUQskbKohuorQRbHgxcipVG9wCE5fXfd?chain=solana,Dorime,a7
2024-07-27 23:56:00 UTC,3721930.862766667,2024-07-28 00:00:00 UTC,4288324.6502010105,0 days 00:04:00,15.217740692080442,https://birdeye.so/token/So11111111111111111111111111111111111111112/9FVaHhHCDJDzjEUFB4cNGNu5rbb5jRP2YbKC7fRhkYSp?chain=solana,Relax Cat,a3
2024-07-27 13:14:00 UTC,5.707312666707191e-07,2024-07-27 16:13:00 UTC,6.516805133024693e-07,0 days 02:59:00,14.183425958762738,https://birdeye.so/token/So11111111111111111111111111111111111111112/9yauyt8uwyLdeAxb7CwR1xEBzREeGzj8uDfBxjfxphc6?chain=solana,Wojack Cat,a7
2024-07-27 13:33:00 UTC,16510760.715009999,2024-07-27 22:43:00 UTC,18728265.60202889,0 days 09:10:00,13.430664554437824,https://birdeye.so/token/So11111111111111111111111111111111111111112/7Er9aiSAutFgGTGsafDtvL58KsGLAXiNtetTgbpCp4Un?chain=solana,RICKY,a7
2024-07-27 16:30:00 UTC,28599.770392197952,2024-07-27 23:28:00 UTC,32385.072502404913,0 days 06:58:00,13.235428320919654,https://birdeye.so/token/So11111111111111111111111111111111111111112/7FaCn9XJJZyaQzExzMbP74kZrBWnjCrE91i76eYoz7uK?chain=solana,vledemer puten,a9
